Departement,arrondissement,commune,section_communale,Institution,Categorie,Statut,code_MSPP,code_iSante,Reseau,Lat,Long
Ouest,Léogâne,Grand-Goâve,1ère-Tête-à-Boeuf,Centre de Santé Georges Gauvin,HCR,Public,123101,,,,
Ouest,Léogâne,Grand-Goâve,6e-Grande-Colline,Dispensaire Baudin,Dispensaire,Public,123605,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,3ème-Petit-Bois,Dispensaire de Bas Boën,Dispensaire,Public,131301,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,2ème-Petit Bois,Centre de Santé de Double Harvest,Hôpital,Privé à but non lucratif,131204,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,1ère-Varreux,Centre de Santé Foyer Ste Camille,Hôpital,Privé à but lucratif,131109,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,2ème-Varreux,Fwaye Ti zanmi Jezi,CSL,Privé à but non lucratif,131219,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,2ème-Varreux,Disp. Marie Louise de Jésus - Mixte,Dispensaire,Privé à but non lucratif,131220,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,2ème-Varreux,Eben-ezer Jumecaut,CAL,Privé à but lucratif,131222,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,2ème-Varreux,Les Palmes,CSL,Mixte,131223,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,2ème-Varreux,COSECO,Hôpital,Privé à but lucratif,131225,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,3ème-Petit-Bois,Shalom Clinique Médicale,CAL,Privé à but lucratif,131327,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,2ème-Varreux,Sodeth Clinique Hospitalière,Hôpital,Privé à but lucratif,131228,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,2ème-Varreux,Mission Gospel d’Haïti,CSL,Mixte,131230,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,2ème-Petit Bois,Centre de Santé de Turbe,CAL,Mixte,131207,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,2ème-Varreux,Centre de santé Bon secours,CSL,Privé à but non lucratif,131237,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,2ème-Varreux,Centre Hospitalier de Santo,CAL,Privé à but lucratif,131234,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,2ème-Varreux,CS Ste Thérèse de Santo,CSL,Public,131208,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,2ème-Varreux,Centre de santé Bonkè,CSL,Public,131235,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,2ème-Varreux,Centre Hosp.  Commun. Lilavois,CAL,Privé à but lucratif,131236,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,3ème-Petit-Bois,Clinique PROFAMIL,CSL,Mixte,131333,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,3ème-Petit-Bois,Centre d’attention Primaire,Dispensaire,Privé à but lucratif,131332,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,2ème-Varreux,Clinique Jésus le vrai chemin,CSL,Privé à but non lucratif,131238,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,2ème-Varreux,Centre Hospitalier de Canaan,CAL,Privé à but lucratif,131239,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,2ème-Varreux,CS de la Croix-des-Bouquets,CAL,Public,131203,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,1ère-Varreux,Centre de Santé Lucelia Bontemps,CSL,Privé à but non lucratif,131106,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,1ère-Petit-Bois,CS Kanpèch Dumay,CSL,Privé à but non lucratif,131110,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,3ème-Petit-Bois,Centre de Santé Life Line,CAL,Privé à but lucratif,131311,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,1ère-Varreux,Fondation Bon samaritain en Action,CSL,Privé à but non lucratif,131115,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,2ème-Varreux,Clinique Mennonite,CSL,Privé à but non lucratif,131217,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,2ème-Varreux,Clinique St EsPrivèt,CSL,Privé à but non lucratif,131218,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,3ème-Petit-Bois,CEPRENULET,CSL,Mixte,131326,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,3ème-Petit-Bois,Piscine de Bethesda,CAL,Privé à but lucratif,131329,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,3ème-Petit-Bois,Hôpital cubain,Hôpital,Public,131331,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,3ème-Petit-Bois,Help Incorporate de Vaudreuil,CSL,Privé à but lucratif,131305,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,3ème-Petit-Bois,Hôpital Défilé de Beudet,Hôpital,Public,131302,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,ND,CS Bon Nouvèl,CSL,Privé à but non lucratif,ND99921,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,ND,Centre de santé de Corail,CSL,Mixte,ND99922,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,ND,Bon Samaritain,CSL,Privé à but lucratif,ND99923,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,ND,CS Christ-Roi,CSL,Privé à but lucratif,ND99924,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,ND,CS Lespwa,CSL,Privé à but lucratif,ND99925,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,ND,SIF,CSL,Privé à but lucratif,ND99926,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,ND,CSE,CSL,Public,ND99927,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,3ème-Petit-Bois,Centre Hosp. Dr Harry Bordes  de Beudet,HCR,Public,131341,,,,
Ouest,Croix-des-Bouquets,Croix-des-Bouquets,ND,HCR de Bon repos,HCR,Public,ND99928,,,,
Ouest,Croix-des-Bouquets,Thomazeau,1ère-Grande-Plaine,CS de Thomazeau,CAL,Public,132101,13201,,18.6534,-72.0938
Ouest,Croix-des-Bouquets,Thomazeau,1ère-Grande-Plaine,Centre de santé Vision de Néhémie,CSL,Privé à but non lucratif,132102,,,,
Ouest,Croix-des-Bouquets,Ganthier,5ème-Pays-Pouri,Centre de Santé de Ganthier,CSL,Public,133502,,,,
Ouest,Croix-des-Bouquets,Ganthier,3ème-Fond-Parisien,Eau de vie,CSL,Privé à but lucratif,133306,,,,
Ouest,Croix-des-Bouquets,Ganthier,3ème-Fond-Parisien,Centre de santé de Thoman 1,CSL,Public,133307,,,,
Ouest,Croix-des-Bouquets,Ganthier,3ème-Fond-Parisien,Centre Hospitalier Christ pour tous,Hôpital,Privé à but lucratif,133313,,,,
Ouest,Croix-des-Bouquets,Ganthier,2ème-Balan,Centre de santé Kay Hypocrate,CAL,Privé à but non lucratif,133214,,,,
Ouest,Croix-des-Bouquets,Ganthier,2ème-Balan,Dispensaire de Savane cabri,Dispensaire,Privé à but non lucratif,133203,,,,
Ouest,Croix-des-Bouquets,Ganthier,3ème-Fond-Parisien,Love a child,CSL,Privé à but non lucratif,133305,,,,
Ouest,Croix-des-Bouquets,Ganthier,3ème-Fond-Parisien,Centre de santé  de Thoman 2,CSL,Privé à but non lucratif,133308,,,,
Ouest,Croix-des-Bouquets,Ganthier,2ème-Balan,Dispensaire aux bons soins,Dispensaire,Privé à but lucratif,133210,,,,
Ouest,Croix-des-Bouquets,Cornillon,2e-Plaine-Céleste,Dispensaire de Cornillon,CSL,Public,134201,13401,,18.6755,-71.9514
Ouest,Croix-des-Bouquets,Cornillon,1e-Boucan-Bois-Pin,Dispensaire de Saint Pierre,Dispensaire,Public,134102,13402,,18.6633,-71.86
Ouest,Croix-des-Bouquets,Cornillon,2e-Boucan-Bois-Pin,Centre de santé St Vincent de Paul,CAL,Privé à but non lucratif,134203,,,,
Ouest,Croix-des-Bouquets,Fonds-Verrettes,4e-Fonds-Verrettes,Dispensaire d’Orianie,Dispensaire,Privé à but lucratif,135403,13503,,18.3061,-71.8324
Ouest,Croix-des-Bouquets,Fonds-Verrettes,4e-Fonds-Verrettes,Clinique Confiance en Dieu,CSL,Privé à but non lucratif,135404,,,,
Ouest,Croix-des-Bouquets,Fonds-Verrettes,4e-Fonds-Verrettes,Dispensaire Ste Croix,Dispensaire,Privé à but non lucratif,135405,,,,
Ouest,Croix-des-Bouquets,Fonds-Verrettes,4e-Fonds-Verrettes,CS de Fonds Verrettes,CAL,Public,135401,13501,,18.3939,-71.854
Ouest,Croix-des-Bouquets,Fonds-Verrettes,4e-Fonds-Verrettes,Dispensaire de Fôret des Pins,Dispensaire,Privé à but lucratif,135402,13502,,,
Ouest,Arcahaie,Arcahaie,7e-Fonds-Baptiste,SADA Fonds Baptiste,CSL,Mixte,141703,,,,
Ouest,Arcahaie,Arcahaie,2ème-Des-Vases,Disp. ND du Perpétuel Secours,Dispensaire,Public,141205,14104,,18.8209,-72.5392
Ouest,Arcahaie,Arcahaie,2ème-Des-Vases,Hôpital Reforme de Saintard,Hopital,Privé à but lucratif,141210,,,,
Ouest,Arcahaie,Arcahaie,2ème-Des-Vases,Carrefour Poy,CSL,Privé à but non lucratif,141213,,,,
Ouest,Arcahaie,Arcahaie,2ème-Des-Vases,CS Communautaire Williamson,CSL,Privé à but non lucratif,141215,,,,
Ouest,Arcahaie,Arcahaie,2ème-Des-Vases,Centre de santé Bon Samaritain,Dispensaire,Privé à but lucratif,141209,,,,
Ouest,Arcahaie,Arcahaie,2ème-Des-Vases,Clinique Laguerre,Dispensaire,Privé à but lucratif,141214,,,,
Ouest,Arcahaie,Arcahaie,2ème-Des-Vases,Mission Matana,CSL,Public,141216,,,,
Ouest,Arcahaie,Arcahaie,2ème-Des-Vases,Nicolas Armand,HCR,Public,141201,14101,UGP MSPP,18.7716,-72.5131
Ouest,Arcahaie,Arcahaie,2ème-Des-Vases,SADA  Matheux,CAL,Privé à but non lucratif,141204,14103,PATHFINDER,18.9244,-72.5869
Ouest,Arcahaie,Arcahaie,6ème-Matheux,SADA-AME/Délices,Dispensaire,Privé à but non lucratif,141612,,,,
Ouest,Arcahaie,Arcahaie,8ème-Montrouis,Centre de santé de Rousseau,CSL,Privé à but non lucratif,141811,11722,UGP MSPP,,
Ouest,Arcahaie,Arcahaie,ND,Clinique St Paul,Dispensaire,Public,ND14106,14106,JHPIEGO,18.97,-72.68
Ouest,Arcahaie,Arcahaie,8ème Montrouis,CS Rousseau de Montrouis,CAL,Privé à but non lucratif,141806,,,,
Ouest,Arcahaie,Arcahaie,2ème-Des-Vases,CAL d’Arcahaie,CAL,Public,141202,14102,,,
Ouest,Arcahaie,Arcahaie,2ème-Des-Vases,CSL de Saintard,Dispensaire,Public,141208,14107,MATHEUX,18.9424,-72.7002
Ouest,Arcahaie,Cabaret,9e-Source-Matelas,CSL de Source Matelas (SADA),CSL,Privé à but lucratif,142901,14201,,18.7213,-72.3737
Ouest,Arcahaie,Cabaret,9e-Source-Matelas,CS St Antoine de Titanyen,CSL,Privé à but lucratif,142905,14205,,18.7119,-72.3448
Ouest,Arcahaie,Cabaret,9e-Source-Matelas,CS St Gérard,CAL,Mixte,142907,14207,MATHEUX,18.7137,-72.3774
Ouest,Arcahaie,Cabaret,9e-Source-Matelas,Centre de Santé Mission de l’Espoir,CSL,Mixte,142909,14206,MATHEUX,,
Ouest,Arcahaie,Cabaret,1ère-Boucassin,Centre Hospitalier Veramed,CSL,Privé à but lucratif,142112,,,,
Ouest,Arcahaie,Cabaret,4e-Fonds-des-Blancs,Centre de santé du Bon samaritain,CSL,Privé à but lucratif,142411,,,,
Ouest,Arcahaie,Cabaret,1ère-Boucassin,CSL de Cabaret,CSL,Public,142102,14202,UGP MSPP,18.7362,-72.419
Ouest,Arcahaie,Cabaret,1ère-Boucassin,CSL de Bélanger (SADA),CSL,Privé à but non lucratif,142104,14204,,18.7323,-72.4417
Ouest,Arcahaie,Cabaret,9e-Source-Matelas,C. hosp. l’université Académique,CAL,Privé à but non lucratif,142910,,,,
Ouest,Arcahaie,Cabaret,ND,Action Globale,CSL,Privé à but lucratif,ND99929,,,,
Ouest,Arcahaie,Cabaret,ND,Centre de Santé Communautaire,CSL,Privé à but lucratif,ND99930,,,,
Ouest,Arcahaie,Cabaret,ND,Centre de santé de Bercy,CSL,Privé à but lucratif,ND99931,,,,
Ouest,Arcahaie,Cabaret,4e-Fonds-Des-Blancs,Centre de santé de Cazale,CSL,Public,142413,14203,MATHEUX,,
Ouest,La Gonâve,Anse-à-Galets,1ère-Palma,Dispensaire Bill-Rice,CAL,Mixte,151102,15102,,18.7889,-72.8465
Ouest,La Gonâve,Anse-à-Galets,1ère-Palma,Hôpital Wesleyen,HCR,Mixte,151103,15103,GHESKIO,18.8339,-72.8624
Ouest,La Gonâve,Anse-à-Galets,2ème-Petite-Source,Dispensaire Grande Source,CSL,Mixte,151305,15105,,18.8217,-72.9569
Ouest,La Gonâve,Anse-à-Galets,2ème-Petite-Source,Clinico Pharma Amis des Enfants,CSL,Mixte,151206,,,,
Ouest,La Gonâve,Anse-à-Galets,4ème-Grand-Lagon,Dispensaire Trou Louis Jeune,Dispensaire,Mixte,151407,15101,,,
Ouest,La Gonâve,Anse-à-Galets,2ème-Petite-Source,Clinique Bon Samaritain,CSL,Public,151308,,,,
Ouest,La Gonâve,Anse-à-Galets,1ère-Palma,Maison Médicale JESHUA,CAL,Privé à but lucratif,151110,,,,
Ouest,La Gonâve,Anse-à-Galets,2ème-Petite-Source,Clinique Fils Brillant,Dispensaire,Privé à but non lucratif,151211,,,,
Ouest,La Gonâve,Anse-à-Galets,2ème-Petite-Source,Dispensaire Stronght Health Clinic,Dispensaire,Public,151309,,,,
Ouest,La Gonâve,Anse-à-Galets,2ème-Petite-Source,Dispensaire Marsucrin,Dispensaire,Privé à but lucratif,151204,15104,,18.7878,-72.946
Ouest,La Gonâve,Pointe-à-Raquettes,6ème-Grand-Vide,Dispensaire de Tamarin,Dispensaire,Privé à but non lucratif,152602,15202,,18.907,-73.2019
Ouest,La Gonâve,Pointe-à-Raquettes,8e- Pointe-à-Raquettes,Dispensaire Saint-Louis,CAL,Mixte,152805,15205,,18.7855,-73.0634
Ouest,La Gonâve,Pointe-à-Raquettes,7ème-Trou-Louis,Dispensaire de Source à Philippe,Dispensaire,Mixte,152706,15206,,18.8193,-73.1227
Ouest,La Gonâve,Pointe-à-Raquettes,8e- Pointe-à-Raquettes,Centre World Vision Ti palmiste,CAL,Privé à but non lucratif,152804,15204,,18.8384,-73.0519
Ouest,La Gonâve,Pointe-à-Raquettes,ND,Clinique communautaire Nan Sema,Dispensaire,Public,ND99932,,,,
Ouest,La Gonâve,Pointe-à-Raquettes,ND,Dispensaire la Source,CSL,Privé à but lucratif,ND15201,15201,,,
Ouest,La Gonâve,Pointe-à-Raquettes,ND,Centre World Vision de Gros Mangles,Dispensaire,Privé à but lucratif,ND15203,15203,,,
Ouest,Delmas,Delmas,,Hôpital Universitaire de la Paix,Hôpital U,privé,ND11221,11221,,,
Sud,Les Cayes,Les Cayes,7ème-Laurent,Sanatorium,Hôpital spécial.,Public,711702,71102,,18.2223,-73.7454
Sud,Les Cayes,Les Cayes,1ère-Bourdet,Klinik Lafanmy,CAL,Privé à but lucratif,711105,71105,,18.1945,-73.7492
Sud,Les Cayes,Les Cayes,2ème-Fonfrède,Fonfred,Dispensaire,Mixte,711212,71113,,18.2688,-73.7759
Sud,Les Cayes,Les Cayes,9ème-Mercy,World Vision,CSL,Mixte,711913,71114,,,
Sud,Les Cayes,Les Cayes,1ère-Bourdet,FOSREF,CSL,Mixte,711115,71116,,18.1945,-73.7436
Sud,Les Cayes,Les Cayes,1ère-Bourdet,Kay Timoun Bondye (CD),Dispensaire,Privé à but lucratif,711116,,,,
Sud,Les Cayes,Les Cayes,7ème-Laurent,Sacré-Cœur (Charpentier),CSL,Privé à but non lucratif,711717,71107,UGP MSPP,18.3007,-73.7614
Sud,Les Cayes,Les Cayes,1ère-Bourdet,HIC,HCR,Public,711100,71100,GHESKIO,18.1935,-73.751
Sud,Les Cayes,Les Cayes,1ère-Bourdet,I. O. Brenda spécialisé,Hôpital,Mixte,711101,71101,,18.1955,-73.7578
Sud,Les Cayes,Les Cayes,1ère-Bourdet,Citymed,CAL,Privé à but lucratif,711103,71103,,18.1922,-73.7524
Sud,Les Cayes,Les Cayes,1ère-Bourdet,Cite Lumière,CAL,Mixte,711104,71104,URC,18.2285,-73.7614
Sud,Les Cayes,Les Cayes,1ère-Bourdet,Quatre Chemins,CSL,Public,711106,71106,UGP MSPP,18.2009,-73.7537
Sud,Les Cayes,Les Cayes,3ème-Laborde,Laborde,Dispensaire,Mixte,711309,71109,,18.2822,-73.8033
Sud,Les Cayes,Les Cayes,1ère-Bourdet,Colette,Dispensaire,Public,711110,71110,,18.1931,-73.7778
Sud,Les Cayes,Les Cayes,7ème-Laurent,Laurent,Dispensaire,Public,711711,71112,,18.234,-73.8027
Sud,Les Cayes,Les Cayes,1ère-Bourdet,OFATMA,Hôpital,Mixte,711108,71165,N/A,,
Sud,Les Cayes,Torbeck,2ème-Bérault,Béraud,CSL,Public,712205,71205,,18.2054,-73.8598
Sud,Les Cayes,Torbeck,1ère-Bourry,Centre de Santé de Torbeck,CSL,Public,712107,,,,
Sud,Les Cayes,Torbeck,2ème-Bérault,Maison de Naissance,CAL,Privé à but lucratif,712201,71201,UGP MSPP,18.1972,-73.8266
Sud,Les Cayes,Torbeck,3ème-Solon,Ducis,Dispensaire,Mixte,712303,71203,,18.2346,-73.8877
Sud,Les Cayes,Torbeck,1ère-Bourry,Maillard,Dispensaire,Privé à but lucratif,712104,71204,,18.1727,-73.8323
Sud,Les Cayes,Torbeck,3ème-Solon,Ferme Leblanc,Dispensaire,Public,712306,71206,,18.2879,-73.8838
Sud,Les Cayes,Chantal,1ère-Fond-Palmiste,Chantal,CSL,Public,713101,71301,UGP MSPP,18.203,-73.889
Sud,Les Cayes,Chantal,3e Carrefour-Canon,Leprêtre,CAL,Public,713302,71302,,,
Sud,Les Cayes,Camp-Perrin,1ère-Lévy-Mersan,CS Camp-Perrin,HCR,Public,714101,71401,UGP MSPP,18.3127,-73.8658
Sud,Les Cayes,Camp-Perrin,2ème-Champlois,Mazenod,Dispensaire,Mixte,714202,71402,,18.3294,-73.8532
Sud,Les Cayes,Camp-Perrin,1e-Lévy-Mersan,Guichard,Dispensaire,Mixte,714103,71403,,18.2955,-73.8289
Sud,Les Cayes,Camp-Perrin,1e-Lévy-Mersan,Mersan,Dispensaire,Public,714104,71404,,18.281,-73.8439
Sud,Les Cayes,Camp-Perrin,3ème Tibi-Davezac,Rhé (NF),Dispensaire,Public,714305,71405,,,
Sud,Les Cayes,Camp-Perrin,3ème Tibi-Davezac,Dispensaire de Dominique (NF),Dispensaire,Privé à but lucratif,714306,,,,
Sud,Les Cayes,Camp-Perrin,3ème Tibi-Davezac,Mouvman Peyizan 3e section,CAL,Privé à but lucratif,714307,,,,
Sud,Les Cayes,Maniche,1ère-Maniche,Maniche,CSL,Mixte,715101,71501,,18.3451,-73.7779
Sud,Les Cayes,Maniche,2ème-Dory,Dory,Dispensaire,Public,715202,71502,,18.3559,-73.723
Sud,Les Cayes,Maniche,3ème-Melon,Melon,Dispensaire,Public,715303,71503,,18.3533,-73.7732
Sud,Les Cayes,Île-à-Vache,1ère- Île-à-Vache,Dispensaire Kakòk,Dispensaire,Privé à but non lucratif,716102,,,,
Sud,Les Cayes,Île-à-Vache,1ère- Île-à-Vache,Ile à Vache,CSL,Public,716101,71601,,18.08,-73.65
Sud,Port-Salut,Port-Salut,1ère-Barbois,Port Salut,Hôpital,Privé à but non lucratif,721101,72101,UGP MSPP,18.1099,-73.9392
Sud,Port-Salut,Port-Salut,1ère-Barbois,Dispensaire Marcabel,Dispensaire,Privé à but lucratif,721105,72102,,18.0601,-73.885
Sud,Port-Salut,Port-Salut,2ème-Dumont,Dumont,Dispensaire,Public,721202,72103,,18.1321,-73.9471
Sud,Port-Salut,Port-Salut,2ème-Dumont,Carpentier,Dispensaire,Public,721203,,,,
Sud,Port-Salut,Port-Salut,1ère-Barbois,HCR de Port Salut,HCR,Public,721104,,,,
Sud,Port-Salut,Port-Salut,1ère-Barbois,Klinik Timoun nou yo,CAL,Privé,721106,72133,Non associée,,
Sud,Port-Salut,Saint-Jean,3ème-Trichet,St Jean,CSL,Public,722301,72201,,18.0763,-73.8125
Sud,Port-Salut,Saint-Jean,1ère-Tapion,Carrefour Joute,Dispensaire,Public,722102,72202,,18.115,-73.8521
Sud,Port-Salut,Arniquet,3e Arniquet,Arniquet,CSL,Public,723301,72301,,18.1453,-73.875
Sud,Port-Salut,Arniquet,2e-Anse-à-Drick,Château,Dispensaire,Public,723202,72302,,18.1739,-73.9165
Sud,Aquin,Aquin,9e-Fonds-des-Blancs,Hôpital Saint Boniface,Hôpital,Privé à but non lucratif,731911,73103,CMMB,18.28,-73.22
Sud,Aquin,Aquin,6ème-La-Colline,CS Sunlight La Colline,CAL,Mixte,731602,73102,,18.3081,-73.2463
Sud,Aquin,Aquin,1ère-Macéan,Charles Pasqua,CAL,Privé à but non lucratif,731104,73104,,18.2941,-73.3442
Sud,Aquin,Aquin,1ère-Macéan,Vx Bourg,Dispensaire,Mixte,731105,73105,,18.2989,-73.3435
Sud,Aquin,Aquin,5e-Mare-à-Coiffe,Ste Hélène,Dispensaire,Privé à but lucratif,731506,73106,,18.3172,-73.3779
Sud,Aquin,Aquin,3ème-Brodequin,HCR d’Aquin (CDI),HCR,Public,731312,73101,UGP MSPP,18.3112,-73.1929
Sud,Aquin,Aquin,4e Flamands,Mouillage Fouquet (NF),Dispensaire,Public,731415,73107,,,
Sud,Aquin,Aquin,1ère-Macéan,Clinique Santé Familiale,Dispensaire,Privé à but lucratif,731114,,,,
Sud,Aquin,Aquin,1ère-Macéan,Centre de récupération de TK,CAL,Privé à but lucratif,731113,,,,
Sud,Aquin,Saint-Louis,2e-Baie-Dumesle,Saint Louis,CAL,Public,732201,73201,UGP MSPP,18.26,-73.55
Sud,Aquin,Saint-Louis,3ème-Grenodière,Saint Patrick,Dispensaire,Privé à but lucratif,732302,73202,,18.2642,-73.5425
Sud,Aquin,Saint-Louis,2e-Baie-Dumesle,Centre Commun. Baie Dumesle,CSL,Public,732206,,,,
Sud,Aquin,Saint-Louis,5e-Sucrerie-Henry,Sucrerie Henry,Dispensaire,Mixte,732503,73203,,18.2909,-73.5703
Sud,Aquin,Saint-Louis,7e- Cherette,Cherette,Dispensaire,Privé à but lucratif,732705,73205,,,
Sud,Aquin,Cavaillon,4ème-Mare-Henri,Hôpital Bonne Fin,Hôpital,Privé à but lucratif,733401,73301,URC,18.3937,-73.6126
Sud,Aquin,Cavaillon,5ème-La-Roque,PPS Sante Commun. Marc Lacet,Dispensaire,Mixte,733508,,,,
Sud,Aquin,Cavaillon,1ère-Boileau,Centre Materno-Infantil,CSL,Privé à but lucratif,733110,,,,
Sud,Aquin,Cavaillon,2ème-Martineau,Disp. ND du Bon Secours,Dispensaire,Mixte,733211,,,,
Sud,Aquin,Cavaillon,3ème-Gros-Marin,PPS La Biche,Dispensaire,Privé à but non lucratif,733312,,,,
Sud,Aquin,Cavaillon,1ère-Boileau,CS Cavaillon,CSL,Public,733102,73302,,18.2946,-73.6461
Sud,Aquin,Cavaillon,2ème-Martineau,Flamands,Dispensaire,Mixte,733204,73304,,,
Sud,Aquin,Cavaillon,4ème-Mare-Henri,Sudre (NF),Dispensaire,Mixte,733406,73306,,,
Sud,Aquin,Cavaillon,2ème-Martineau,ND de La Nativité de Gros Marin,CAL,Public,733203,,,,
Sud,Côteaux,Côteaux,5ème-Despas,Coteaux,CSL,Public,741501,74101,,18.206,-74.0405
Sud,Côteaux,Côteaux,5ème-Despas,Damassin,Dispensaire,Public,741502,74102,,18.2294,-74.0637
Sud,Côteaux,Port-à-Piment,1ère-Paricot,Port-à-Piment,CAL,Public,742101,74201,,18.2538,-74.1
Sud,Côteaux,Roche-à-Bateau,1ère-Beaulieu,Roche-à-Bateau,Dispensaire,Mixte,743101,74301,,18.1798,-74.0035
Sud,Chardonnières,Chardonnières,3ème-Bony,Ste Anne,Dispensaire,Privé à but non lucratif,751301,75101,,18.2736,-74.1663
Sud,Chardonnières,Chardonnières,1ère-Randel,Rendel,Dispensaire,Mixte,751102,75102,,18.3177,-74.0934
Sud,Chardonnières,Tiburon,3ème-Loby,Dispensaire Roger Paradis,Dispensaire,Mixte,753301,,,,
Sud,Chardonnières,Les Anglais,3ème-Cosse,Les Anglais,CAL,Public,752301,75201,,18.3076,-74.2191
Sud Est,Jacmel,Jacmel,11ème-La-Montagne,Disp. Bellevue La Montagne,Dispensaire,Public,2111109,21109,,18.1945,-72.5714
Sud Est,Jacmel,Jacmel,1ère-Bas-Cap-Rouge,CAL Christian Martinez,Hôpital,Privé à but lucratif,211112,21112,,18.2339,-72.536
Sud Est,Jacmel,Jacmel,12ème-Lavaneau,Disp. & C. Nutritionnel Bienheureux,Dispensaire,Privé à but non lucratif,2111214,,,,
Sud Est,Jacmel,Jacmel,1ère-Bas-Cap-Rouge,Disp. La Saline,Dispensaire,Privé à but non lucratif,211115,,,,
Sud Est,Jacmel,Jacmel,6e-Montagne-La-Voûte,Hôpital St Michel,HD,Public,211600,21100,ITECH,18.24,-72.54
Sud Est,Jacmel,Jacmel,1ère-Bas-Cap-Rouge,CSL des Orangers,CSL,Public,211101,21101,,,
Sud Est,Jacmel,Jacmel,6e-Montagne-La-Voûte,CSL PROFAMIL,CSL,Privé à but non lucratif,211602,21102,,,
Sud Est,Jacmel,Jacmel,1ère-Bas-Cap-Rouge,Disp. Cyvadier,CSL,Public,211103,21103,,,
Sud Est,Jacmel,Jacmel,11ème-La-Montagne,Disp. La Montagne La Croix,Dispensaire,Public,2111104,21104,,,
Sud Est,Jacmel,Jacmel,3ème-Cochon-Gras,CSL Marbial,CSL,Public,211305,21105,,,
Sud Est,Jacmel,Jacmel,3ème-Cochon-Gras,CSL. Ste Thérèse,CSL,Privé à but non lucratif,211320,,,,
Sud Est,Jacmel,Jacmel,6e-Montagne-La-Voûte,Disp. Montagne-La-Voûte,Dispensaire,Public,211606,21106,,,
Sud Est,Jacmel,Jacmel,12ème-Lavaneau,Disp. Lavanneau,Dispensaire,Public,2111207,21107,,,
Sud Est,Jacmel,Jacmel,1ère-Bas-Cap-Rouge,CSL Lafond,CSL,Public,211110,21110,,,
Sud Est,Jacmel,Jacmel,1ère-Bas-Cap-Rouge,Centre de FOSREF,CSL,Privé à but non lucratif,211111,21111,,,
Sud Est,Jacmel,Jacmel,6e-Montagne-La-Voûte,Disp. ND de Lourdes,Dispensaire,Privé à but lucratif,211621,,,,
Sud Est,Jacmel,Jacmel,1ère-Bas-Cap-Rouge,CAL Arreguy,CAL,Privé à but non lucratif,211108,,,,
Sud Est,Jacmel,Jacmel,1ère-Bas-Cap-Rouge,CSL Beaudouin,CSL,Privé à but non lucratif,211113,,,,
Sud Est,Jacmel,Jacmel,1ère-Bas-Cap-Rouge,CSL Portail Léogâne,CSL,Privé à but non lucratif,211116,,,,
Sud Est,Jacmel,Jacmel,1ère-Bas-Cap-Rouge,Kay accouchement,CAL,Privé à but lucratif,211117,,,,
