Departement,commune,section_communale,Institution,Categorie,Statut,code_MSPP,code_iSante,Reseau,Lat,Long
Ouest,Arcahaie,8ème Montrouis^141-04,Centre de santé de Rousseau,CSL,Privé à but non lucratif,141811,11722,UGP MSPP,,
Ouest,Arcahaie,8ème Montrouis^141-04,Clinique St Paul,Dispensaire,Public,ND14106,14106,JHPIEGO,18.97,-72.68
Ouest,Arcahaie,8ème Montrouis^141-04,CS Rousseau de Montrouis,CAL,Privé à but non lucratif,141806,,,,
Ouest,Arcahaie,2ème des Vases^141-03,CAL d’Arcahaie,CAL,Public,141202,14102,,,
Ouest,Arcahaie,2ème des Vases^141-03,CSL de Saintard,Dispensaire,Public,141208,14107,MATHEUX,18.9424,-72.7002
Ouest,Cabaret,9ème Source Matelas^142-03,CSL de Source Matelas (SADA),CSL,Privé à but lucratif,142901,14201,,18.7213,-72.3737
Ouest,Cabaret,9ème Source Matelas^142-03,CS St Antoine de Titanyen,CSL,Privé à but lucratif,142905,14205,,18.7119,-72.3448
Ouest,Cabaret,9ème Source Matelas^142-03,CS St Gérard,CAL,Mixte,142907,14207,MATHEUX,18.7137,-72.3774
Ouest,Cabaret,9ème Source Matelas^142-03,Centre de Santé Mission de l’Espoir,CSL,Mixte,142909,14206,MATHEUX,,
Ouest,Cabaret,1ère Boucassin^142-01,Centre Hospitalier Veramed,CSL,Privé à but lucratif,142112,,,,
Ouest,Cabaret,4ème Fonds des Blancs^142-04,Centre de santé du Bon samaritain,CSL,Privé à but lucratif,142411,,,,
Ouest,Cabaret,1ère Boucassin^142-01,CSL de Cabaret,CSL,Public,142102,14202,UGP MSPP,18.7362,-72.419
Ouest,Cabaret,1ère Boucassin^142-01,CSL de Bélanger (SADA),CSL,Privé à but non lucratif,142104,14204,,18.7323,-72.4417
Ouest,Cabaret,9ème Source Matelas^142-03,C. hosp. l’université Académique,CAL,Privé à but non lucratif,142910,,,,
Ouest,Cabaret,1ère Boucassin^142-01,Action Globale,CSL,Privé à but lucratif,1420016,,,18.73,-72.42
Ouest,Cabaret,1ère Boucassin^142-01,Centre de Santé Communautaire,CSL,Privé à but lucratif,1420018,,,18.73,-72.42
Ouest,Cabaret,1ère Boucassin^142-01,Centre de santé de Bercy,CSL,Privé à but lucratif,ND99931,,,,
Ouest,Cabaret,4ème Fonds des Blancs^142-04,Centre de santé de Cazale,CSL,Public,142413,14203,MATHEUX,,
Ouest,Anse à Galets,1ère Palma^151-01,Dispensaire Bill-Rice,CAL,Mixte,151102,15102,,18.7889,-72.8465
Ouest,Anse à Galets,1ère Palma^151-01,Hôpital Wesleyen,HCR,Mixte,151103,15103,GHESKIO,18.8339,-72.8624
Ouest,Anse à Galets,2ème Petite Source^151-02,Dispensaire Grande Source,CSL,Mixte,151305,15105,,18.8217,-72.9569
Ouest,Anse à Galets,2ème Petite Source^151-02,Clinico Pharma Amis des Enfants,CSL,Mixte,151206,,,,
Ouest,Anse à Galets,4ème Grand Lagon^151-04,Dispensaire Trou Louis Jeune,Dispensaire,Mixte,151407,15101,,,
Ouest,Anse à Galets,2ème Petite Source^151-02,Clinique Bon Samaritain,CSL,Public,151308,,,,
Ouest,Anse à Galets,1ère Palma^151-01,Maison Médicale JESHUA,CAL,Privé à but lucratif,151110,,,,
Ouest,Anse à Galets,2ème Petite Source^151-02,Clinique Fils Brillant,Dispensaire,Privé à but non lucratif,151211,,,,
Ouest,Anse à Galets,2ème Petite Source^151-02,Dispensaire Stronght Health Clinic,Dispensaire,Public,151309,,,,
Ouest,Anse à Galets,2ème Petite Source^151-02,Dispensaire Marsucrin,Dispensaire,Privé à but lucratif,151204,15104,,18.7878,-72.946
Ouest,Pointe à Raquette,7ème Grand Vide^152-05,Dispensaire de Tamarin,Dispensaire,Privé à but non lucratif,152602,15202,,18.907,-73.2019
Ouest,Pointe à Raquette,9ème Pointe à Raquette^152-05,Dispensaire Saint-Louis,CAL,Mixte,152805,15205,,18.7855,-73.0634
Ouest,Pointe à Raquette,8ème Trou Louis^152-04,Dispensaire de Source à Philippe,Dispensaire,Mixte,152706,15206,,18.8193,-73.1227
Ouest,Pointe à Raquette,9ème Pointe à Raquette^152-05,Centre World Vision Ti palmiste,CAL,Privé à but non lucratif,152804,15204,,18.8384,-73.0519
Ouest,Pointe à Raquette,8ème Trou Louis^152-04,Clinique communautaire Nan Sema,Dispensaire,Public,ND99932,,,,
Ouest,Pointe à Raquette,8ème Trou Louis^152-04,Dispensaire la Source,CSL,Privé à but lucratif,ND15201,15201,,,
Ouest,Pointe à Raquette,8ème Trou Louis^152-04,Centre World Vision de Gros Mangles,Dispensaire,Privé à but lucratif,ND15203,15203,,,
Ouest,Delmas,1ère Saint Martin^112-01,Hôpital Universitaire de la Paix,Hôpital U,privé,ND11221,11221,,,
Sud,Les Cayes,7ème Laurent^711-04,Sanatorium,Hôpital spécial.,Public,711702,71102,,18.2223,-73.7454
Sud,Les Cayes,1ère Bourdet^711-01,Klinik Lafanmy,CAL,Privé à but lucratif,711105,71105,,18.1945,-73.7492
Sud,Les Cayes,2ème Fonfrède^711-02,Fonfred,Dispensaire,Mixte,711212,71113,,18.2688,-73.7759
Sud,Les Cayes,9ème Mercy^711-05,World Vision,CSL,Mixte,711913,71114,,,
Sud,Les Cayes,1ère Bourdet^711-01,FOSREF,CSL,Mixte,711115,71116,,18.1945,-73.7436
Sud,Les Cayes,1ère Bourdet^711-01,Kay Timoun Bondye (CD),Dispensaire,Privé à but lucratif,711116,,,,
Sud,Les Cayes,7ème Laurent^711-04,Sacré-Cœur (Charpentier),CSL,Privé à but non lucratif,711717,71107,UGP MSPP,18.3007,-73.7614
Sud,Les Cayes,1ère Bourdet^711-01,HIC,HCR,Public,711100,71100,GHESKIO,18.1935,-73.751
Sud,Les Cayes,1ère Bourdet^711-01,I. O. Brenda spécialisé,Hôpital,Mixte,711101,71101,,18.1955,-73.7578
Sud,Les Cayes,1ère Bourdet^711-01,Citymed,CAL,Privé à but lucratif,711103,71103,,18.1922,-73.7524
Sud,Les Cayes,1ère Bourdet^711-01,Cite Lumière,CAL,Mixte,711104,71104,URC,18.2285,-73.7614
Sud,Les Cayes,1ère Bourdet^711-01,Quatre Chemins,CSL,Public,711106,71106,UGP MSPP,18.2009,-73.7537
Sud,Les Cayes,3ème Laborde^711-03,Laborde,Dispensaire,Mixte,711309,71109,,18.2822,-73.8033
Sud,Les Cayes,1ère Bourdet^711-01,Colette,Dispensaire,Public,711110,71110,,18.1931,-73.7778
Sud,Les Cayes,7ème Laurent^711-04,Laurent,Dispensaire,Public,711711,71112,,18.234,-73.8027
Sud,Les Cayes,1ère Bourdet^711-01,OFATMA,Hôpital,Mixte,711108,71165,N/A,,
Sud,Torbeck,2ème Bérault^712-02,Béraud,CSL,Public,712205,71205,,18.2054,-73.8598
Sud,Torbeck,1ère Bourry^712-01,Centre de Santé de Torbeck,CSL,Public,712107,,,,
Sud,Torbeck,2ème Bérault^712-02,Maison de Naissance,CAL,Privé à but lucratif,712201,71201,UGP MSPP,18.1972,-73.8266
Sud,Torbeck,3ème Solon^712-03,Ducis,Dispensaire,Mixte,712303,71203,,18.2346,-73.8877
Sud,Torbeck,1ère Bourry^712-01,Maillard,Dispensaire,Privé à but lucratif,712104,71204,,18.1727,-73.8323
Sud,Torbeck,3ème Solon^712-03,Ferme Leblanc,Dispensaire,Public,712306,71206,,18.2879,-73.8838
Sud,Chantal,1ère Fond Palmiste^713-01,Chantal,CSL,Public,713101,71301,UGP MSPP,18.203,-73.889
Sud,Chantal,3ème Carrefour Canon^713-03,Leprêtre,CAL,Public,713302,71302,,,
Sud,Camp-Perrin,1ère Lévy^714-01,CS Camp-Perrin,HCR,Public,714101,71401,UGP MSPP,18.3127,-73.8658
Sud,Camp-Perrin,2ème Champlois^714-02,Mazenod,Dispensaire,Mixte,714202,71402,,18.3294,-73.8532
Sud,Camp-Perrin,1ère Lévy^714-01,Guichard,Dispensaire,Mixte,714103,71403,,18.2955,-73.8289
Sud,Camp-Perrin,1ère Lévy^714-01,Mersan,Dispensaire,Public,714104,71404,,18.281,-73.8439
Sud,Camp-Perrin,3ème Tibi Davezac^714-03,Rhé (NF),Dispensaire,Public,714305,71405,,,
Sud,Camp-Perrin,3ème Tibi Davezac^714-03,Dispensaire de Dominique (NF),Dispensaire,Privé à but lucratif,714306,,,,
Sud,Camp-Perrin,3ème Tibi Davezac^714-03,Mouvman Peyizan 3e section,CAL,Privé à but lucratif,714307,,,,
Sud,Maniche,1ère Maniche^715-01,Maniche,CSL,Mixte,715101,71501,,18.3451,-73.7779
Sud,Maniche,10ème Dory^715-02,Dory,Dispensaire,Public,715202,71502,,18.3559,-73.723
Sud,Maniche,11ème Melon^715-03,Melon,Dispensaire,Public,715303,71503,,18.3533,-73.7732
Sud,Ile à Vache,1ère Ile à Vache^716-01,Dispensaire Kakòk,Dispensaire,Privé à but non lucratif,716102,,,,
Sud,Ile à Vache,1ère Ile à Vache^716-01,Ile à Vache,CSL,Public,716101,71601,,18.08,-73.65
Sud,Port-Salut,4ème Barbois^721-01,Port Salut,Hôpital,Privé à but non lucratif,721101,72101,UGP MSPP,18.1099,-73.9392
Sud,Port-Salut,4ème Barbois^721-01,Dispensaire Marcabel,Dispensaire,Privé à but lucratif,721105,72102,,18.0601,-73.885
Sud,Port-Salut,5ème Dumont^721-02,Dumont,Dispensaire,Public,721202,72103,,18.1321,-73.9471
Sud,Port-Salut,5ème Dumont^721-02,Carpentier,Dispensaire,Public,721203,,,,
Sud,Port-Salut,4ème Barbois^721-01,HCR de Port Salut,HCR,Public,721104,,,,
Sud,Port-Salut,4ème Barbois^721-01,Klinik Timoun nou yo,CAL,Privé,721106,72133,Non associée,,
Sud,Saint Jean du Sud,3ème Trichet^722-03,St Jean,CSL,Public,722301,72201,,18.0763,-73.8125
Sud,Saint Jean du Sud,1ère Tapion^722-01,Carrefour Joute,Dispensaire,Public,722102,72202,,18.115,-73.8521
Sud,Arniquet,3ème Arniquet^723-03,Arniquet,CSL,Public,723301,72301,,18.1453,-73.875
Sud,Arniquet,2ème Anse à Drick^723-02,Château,Dispensaire,Public,723202,72302,,18.1739,-73.9165
Sud,Aquin,9ème Fonds des Blancs^731-09,Hôpital Saint Boniface,Hôpital,Privé à but non lucratif,731911,73103,CMMB,18.28,-73.22
Sud,Aquin,6ème La Colline^731-06,CS Sunlight La Colline,CAL,Mixte,731602,73102,,18.3081,-73.2463
Sud,Aquin,1ère Macéan^731-01,Charles Pasqua,CAL,Privé à but non lucratif,731104,73104,,18.2941,-73.3442
Sud,Aquin,1ère Macéan^731-01,Vx Bourg,Dispensaire,Mixte,731105,73105,,18.2989,-73.3435
Sud,Aquin,5ème Mare à Coiffe^731-05,Ste Hélène,Dispensaire,Privé à but lucratif,731506,73106,,18.3172,-73.3779
Sud,Aquin,3ème Brodequin^731-03,HCR d’Aquin (CDI),HCR,Public,731312,73101,UGP MSPP,18.3112,-73.1929
Sud,Aquin,4ème Flamands^731-04,Mouillage Fouquet (NF),Dispensaire,Public,731415,73107,,,
Sud,Aquin,1ère Macéan^731-01,Clinique Santé Familiale,Dispensaire,Privé à but lucratif,731114,,,,
Sud,Aquin,1ère Macéan^731-01,Centre de récupération de TK,CAL,Privé à but lucratif,731113,,,,
Sud,Saint Louis du Sud,2ème Baie Dumesle^732-02,Saint Louis,CAL,Public,732201,73201,UGP MSPP,18.26,-73.55
Sud,Saint Louis du Sud,3ème Grenodière^732-03,Saint Patrick,Dispensaire,Privé à but lucratif,732302,73202,,18.2642,-73.5425
Sud,Saint Louis du Sud,2ème Baie Dumesle^732-02,Centre Commun. Baie Dumesle,CSL,Public,732206,,,,
Sud,Saint Louis du Sud,5ème Sucrerie-Henry^732-05,Sucrerie Henry,Dispensaire,Mixte,732503,73203,,18.2909,-73.5703
Sud,Saint Louis du Sud,7ème Cherette^732-07,Cherette,Dispensaire,Privé à but lucratif,732705,73205,,,
Sud,Cavaillon,4ème Mare Henry^733-04,Hôpital Bonne Fin,Hôpital,Privé à but lucratif,733401,73301,URC,18.3937,-73.6126
Sud,Cavaillon,5ème Laroque^733-05,PPS Sante Commun. Marc Lacet,Dispensaire,Mixte,733508,,,,
Sud,Cavaillon,1ère Boileau^733-01,Centre Materno-Infantil,CSL,Privé à but lucratif,733110,,,,
Sud,Cavaillon,2ème Martineau^733-02,Disp. ND du Bon Secours,Dispensaire,Mixte,733211,,,,
Sud,Cavaillon,3ème Gros Marin^733-03,PPS La Biche,Dispensaire,Privé à but non lucratif,733312,,,,
Sud,Cavaillon,1ère Boileau^733-01,CS Cavaillon,CSL,Public,733102,73302,,18.2946,-73.6461
Sud,Cavaillon,2ème Martineau^733-02,Flamands,Dispensaire,Mixte,733204,73304,,,
Sud,Cavaillon,4ème Mare Henry^733-04,Sudre (NF),Dispensaire,Mixte,733406,73306,,,
Sud,Cavaillon,2ème Martineau^733-02,ND de La Nativité de Gros Marin,CAL,Public,733203,,,,
Sud,Coteaux,5ème Des Pas^741-02,Coteaux,CSL,Public,741501,74101,,18.206,-74.0405
Sud,Coteaux,5ème Des Pas^741-02,Damassin,Dispensaire,Public,741502,74102,,18.2294,-74.0637
Sud,Port-à-Piment,1ère Paricot^742-01,Port-à-Piment,CAL,Public,742101,74201,,18.2538,-74.1
Sud,Roche-à-Bâteaux,1ère Beaulieu^743-01,Roche-à-Bateau,Dispensaire,Mixte,743101,74301,,18.1798,-74.0035
Sud,Chardonnières,3ème Bony^751-03,Ste Anne,Dispensaire,Privé à but non lucratif,751301,75101,,18.2736,-74.1663
Sud,Chardonnières,1ère Randel^751-01,Rendel,Dispensaire,Mixte,751102,75102,,18.3177,-74.0934
Sud,Tiburon,3ème Loby^753-03,Dispensaire Roger Paradis,Dispensaire,Mixte,753301,,,,
Sud,Les Anglais,3ème Cosse^752-03,Les Anglais,CAL,Public,752301,75201,,18.3076,-74.2191
Sud Est,Jacmel,13ème La Montagne^211-11,Disp. Bellevue La Montagne,Dispensaire,Public,2111109,21109,,18.1945,-72.5714
Sud Est,Jacmel,1ère Bas Cap Rouge^211-01,CAL Christian Martinez,Hôpital,Privé à but lucratif,211112,21112,,18.2339,-72.536
Sud Est,Jacmel,12ème La vanneau^211-10,Disp. & C. Nutritionnel Bienheureux,Dispensaire,Privé à but non lucratif,2111214,,,,
Sud Est,Jacmel,1ère Bas Cap Rouge^211-01,Disp. La Saline,Dispensaire,Privé à but non lucratif,211115,,,,
Sud Est,Jacmel,6ème Montagne La Voute^211-06,Hôpital St Michel,HD,Public,211600,21100,ITECH,18.24,-72.54
Sud Est,Jacmel,1ère Bas Cap Rouge^211-01,CSL des Orangers,CSL,Public,211101,21101,,,
Sud Est,Jacmel,6ème Montagne La Voute^211-06,CSL PROFAMIL,CSL,Privé à but non lucratif,211602,21102,,,
Sud Est,Jacmel,1ère Bas Cap Rouge^211-01,Disp. Cyvadier,CSL,Public,211103,21103,,,
Sud Est,Jacmel,13ème La Montagne^211-11,Disp. La Montagne La Croix,Dispensaire,Public,2111104,21104,,,
Sud Est,Jacmel,3ème Cochon Gras^211-03,CSL Marbial,CSL,Public,211305,21105,,,
Sud Est,Jacmel,3ème Cochon Gras^211-03,CSL. Ste Thérèse,CSL,Privé à but non lucratif,211320,,,,
Sud Est,Jacmel,6ème Montagne La Voute^211-06,Disp. Montagne-La-Voûte,Dispensaire,Public,211606,21106,,,
Sud Est,Jacmel,12ème La vanneau^211-10,Disp. Lavanneau,Dispensaire,Public,2111207,21107,,,
Sud Est,Jacmel,1ère Bas Cap Rouge^211-01,CSL Lafond,CSL,Public,211110,21110,,,
Sud Est,Jacmel,1ère Bas Cap Rouge^211-01,Centre de FOSREF,CSL,Privé à but non lucratif,211111,21111,,,
Sud Est,Jacmel,6ème Montagne La Voute^211-06,Disp. ND de Lourdes,Dispensaire,Privé à but lucratif,211621,,,,
Sud Est,Jacmel,1ère Bas Cap Rouge^211-01,CAL Arreguy,CAL,Privé à but non lucratif,211108,,,,
Sud Est,Jacmel,1ère Bas Cap Rouge^211-01,CSL Beaudouin,CSL,Privé à but non lucratif,211113,,,,
Sud Est,Jacmel,1ère Bas Cap Rouge^211-01,CSL Portail Léogâne,CSL,Privé à but non lucratif,211116,,,,
Sud Est,Jacmel,1ère Bas Cap Rouge^211-01,Kay accouchement,CAL,Privé à but lucratif,211117,,,,
Sud Est,Jacmel,1ère Bas Cap Rouge^211-01,Complexe M.C Rose Marie Paul,CAL,Privé à but lucratif,211118,,,,
Sud Est,Jacmel,1ère Bas Cap Rouge^211-01,Breman (NF),Disp,Privé à but lucratif,211119,,,,
Sud Est,Marigot,1ère Corail Soult^212-01,CS de Marigot,CSL,Public,212101,21201,UGP MSPP,18.2317,-72.3264
Sud Est,Marigot,5ème Savane Dubois^212-05,Hop Communautaire de Peredo,CSL,Privé à but lucratif,212502,21202,,,
Sud Est,Marigot,4ème Fond Jean Noel^212-04,Disp. Seguin,Dispensaire,Public,212403,21203,,,
Sud Est,Cayes Jacmel,1ère Ravine Normande^213-01,CS de Cayes Jacmel,HCR,Public,213101,21301,ITECH,18.2309,-72.3978
Sud Est,Cayes Jacmel,1ère Ravine Normande^213-01,CS Emmanuel Baptiste,CAL,Privé à but non lucratif,213102,21302,ICC,,
Sud Est,Cayes Jacmel,3ème Haut Cap Rouge^213-03,Disp. de Cap Rouge,Dispensaire,Public,213303,21303,,,
Sud Est,Cayes Jacmel,2ème Gaillard^213-02,Centre de santé Gaillard,CSL,Public,213204,,,,
Sud Est,La Vallée de Jacmel,11ème Musac,CAL St Joseph La Vallée,CAL,Public,2141101,21401,UGP MSPP,18.27,-72.67
Sud Est,La Vallée de Jacmel,10ème Morne à Bruler^214-03,Disp. Morne à Brûler,Dispensaire,Public,2141002,21402,,,
Sud Est,La Vallée de Jacmel,11ème Musac,Disp. Amalia (NF),Dispensaire,Privé,2141103,21403,,,
Sud Est,Jacmel,1ère Bas Cap Rouge^211-01,Disp. Caritas,Point Fixe,Privé à but lucratif,ND99933,,,,
Sud Est,Marigot,2ème Grande Rivière Fesle^212-02,Disp. Grande Rivière,Point Fixe,Privé à but lucratif,212204,,,,
Sud Est,Bainet,1ère Brésilienne^221-01,Disp. Brésilienne,Dispensaire,Mixte,221105,,,,
Sud Est,Bainet,5ème Bas de Grandou^221-05,CAL de Bainet,CAL,Public,221501,22101,UGP MSPP,18.18,-72.76
Sud Est,Bainet,9ème Bas de Gris-gris^221-09,Disp. Saurel,Dispensaire,Public,221902,22102,,,
Sud Est,Bainet,2ème Trou Mahot^221-02,Disp. Bahot,Dispensaire,Public,221203,22103,,,
Sud Est,Bainet,9ème Bas de Gris-gris^221-09,Disp. Chaumeille,CSL,Public,221904,,,,
Sud Est,Bainet,8ème Oranger^221-08,Disp. Orangers,Dispensaire,Public,221806,,,,
Sud Est,Bainet,7ème Bras Gauche^221-07,Disp. Bras gauche,Dispensaire,Public,221707,,,,
Sud Est,Bainet,8ème Oranger^221-08,Organisation Espoir Continu pour Haïti,Dispensaire,Privé à but lucratif,221809,,,,
Sud Est,Bainet,4ème Haut Grandou^221-04,Dipensaire Haut Grandou (NF),Dispensaire,Public,221408,,,,
Sud Est,Côtes de Fer,6ème Jamais Vu^222-06,Foi et Vie,CAL,Privé à but non lucratif,222605,,,,
Sud Est,Côtes de Fer,1ère Gris-gris^222-01,CSL de Gris-Gris,CSL,Mixte,222101,22201,,,
Sud Est,Côtes de Fer,6ème Jamais Vu^222-06,Disp. Saint Joseph,CSL,Public,222602,22202,ICC,,
Sud Est,Côtes de Fer,5ème Boucan Bélier^222-05,Disp. Boucan Bélier,Dispensaire,Mixte,222503,22203,,,
Sud Est,Côtes de Fer,6ème Jamais Vu^222-06,Disp. Ricot,Dispensaire,Mixte,222604,22204,,,
Sud Est,Côtes de Fer,1ère Gris-gris^222-01,CSL de Côtes-de-Fer,Dispensaire,Public,222106,,,,
Sud Est,Côtes de Fer,2ème La Biche^222-02,Disp. Mayette,Point Fixe,Privé à but lucratif,222207,,,,
Sud Est,Côtes de Fer,2ème La Biche^222-02,Disp. La Biche,Point Fixe,Privé à but lucratif,222208,,,,
Sud Est,Côtes de Fer,2ème La Biche^222-02,Disp. Dariole MEBSH,Point Fixe,Privé à but non lucratif,222209,,,,
Sud Est,Côtes de Fer,4ème Amazone^222-04,Disp. Amazone,Point Fixe,Privé à but non lucratif,222410,,,,
Sud Est,Côtes de Fer,1ère Gris-gris^222-01,Disp. Macieux,Point Fixe,Privé à but lucratif,ND99934,,,,
Sud Est,Belle Anse,5ème Bel Air^231-05,CSL de Belle Anse,CAL,Public,231501,23101,,,
Sud Est,Belle Anse,7ème Mapou^231-07,Disp. de Mapou,Dispensaire,Public,231702,23102,,,
Sud Est,Grand Gosier,1ère Colline des Chènes^232-01,CS St Benoit de Bodarie.,CSL,Privé à but non lucratif,232105,,,,
Sud Est,Grand Gosier,1ère Colline des Chènes^232-01,Disp. de Bodarie,Dispensaire,Public,232102,23202,,,
Sud Est,Grand Gosier,1ère Colline des Chènes^232-01,CS de Grand Gosier,CSL,Privé à but lucratif,232101,23201,,,
Sud Est,Thiotte,2ème Pot de Chambre^233-02,Disp. Bleck,Dispensaire,Mixte,233102,23302,,18.2172,-71.8422
Sud Est,Thiotte,3ème Thiotte^233-01,CSL Sacré- Coeur,CAL,Privé à but non lucratif,233305,,,,
Sud Est,Thiotte,3ème Thiotte^233-01,CSL de Thiotte,CSL,Public,233301,23301,UGP MSPP,18.24,-71.86
Sud Est,Thiotte,3ème Thiotte^233-01,Disp. Savane Zombi,Dispensaire,Public,233303,23303,,,
Sud Est,Thiotte,3ème Thiotte^233-01,Disp. Mare Blanche,Dispensaire,Public,233304,23304,,,
Sud Est,Anse à Pitre,1ère Boucan Guillaume^234-01,CSL de Anse-à-Pitres,CSL,Public,234101,23401,,,
Sud Est,Anse à Pitre,1ère Boucan Guillaume^234-01,Disp.de Banane,Dispensaire,Public,234102,23402,,,
Sud Est,Anse à Pitre,2ème Bois d'Orme^234-02,CS Jericho Mare Rouge (NF),CSL,Privé,234205,,,,
Sud Est,Belle Anse,5ème Bel Air^231-05,PPS Bel Air (ACDI VOCA),Point Fixe,Privé à but non lucratif,231503,,,,
Sud Est,Belle Anse,4ème Corail Lamothe^231-04,CS Corail Lamothe,Point Fixe,Public,231404,,,,
Sud Est,Belle Anse,3ème Calumette^231-03,Point fixe Calumet (ACDI VOCA),Point Fixe,Privé à but lucratif,231305,,,,
Sud Est,Belle Anse,1ère Bais d'Orange^231-01,Point fixe Baie d’Oranges,Point Fixe,Privé à but non lucratif,231106,,,,
Sud Est,Belle Anse,2ème Mabriol^231-02,Point fixe Marebriole (ACDIVOCA),Point Fixe,Privé à but non lucratif,231207,,,,
Sud Est,Belle Anse,6ème Pichon^231-06,Point Fixe Pichon (ACDI VOCA),Point Fixe,Privé à but non lucratif,231608,,,,
Sud Est,Grand Gosier,1ère Colline des Chènes^232-01,Point fixe de Damas (ACDI VOCA),Point Fixe,Privé à but non lucratif,232103,,,,
Sud Est,Grand Gosier,1ère Colline des Chènes^232-01,Point fixe de Boulaille (ACDI VOCA),Point Fixe,Privé à but non lucratif,232104,,,,
Sud Est,Thiotte,2ème Pot de Chambre^233-02,Disp. de Platon Fèdre,Point Fixe,Mixte,233106,,,,
Sud Est,Thiotte,3ème Thiotte^233-01,Point fixe Mare Mirande,Point Fixe,Mixte,ND99935,,,,
Sud Est,Anse à Pitre,1ère Boucan Guillaume^234-01,Disp. Bony,Point Fixe,Privé à but non lucratif,234103,,,,
Sud Est,Anse à Pitre,1ère Boucan Guillaume^234-01,Disp. Ka Toussaint,Point Fixe,Privé à but non lucratif,234104,,,,
Ouest,Arcahaie,8ème Montrouis^141-04,FOSREF Montrouis,CSL,Privé à but non lucratif,ND99936,,FOSREF,,
Ouest,Delmas,1ère Saint Martin^112-01,OFATMA-SONAPI,CS,Public,11241,11241,ICAP,,
Ouest,Cabaret,1ère Lacoma^934-01,Prison Civile des femmes de Cabaret,CS,Public,11450,11450,HTW,18.51,-72.29
Ouest,Delmas,1ère Saint Martin^112-01,Centre Lakay de Delmas 19,CSL,Privé,11234,11234,LINKAGES,18.57,-72.29
Ouest,Petion-Ville,7ème Bellevue Chardonnière^114-05,Centre Lakay de Pétion ville,CSL,Privé,11423,11423,FOSREF,18.51,-72.27
Ouest,Port-au-Prince,6ème Turgeau^111-01,CEPOZ Centre Espoir,CSL,Privé,95698,95698,FOSREF,18.54,-72.33
Ouest,Croix-des-Bouquets,2ème Varreux^131-02,Clinique mennonite de Croix des Bouquets,CSL,Privé,13119,13119,CMMB,18.62,-72.25
Nord,Cap Haitien,3ème Petite Anse^311-03,Hôpital de l'OFATMA du Cap Haitien,Hôpital,Mixte,31120,31120,ICAP,19.76,-72.2
Centre,Hinche,1ère Juanaria^611-01,Prison Civile de Hinche,CS,Public,61120,61120,HTW,19.14,-72.01
Ouest,Port-au-Prince,6ème Turgeau^111-01,Prison Civile de Port Au Prince,CS,Public,11170,11170,HTW,18.54,-72.32
Artibonite,Gros Morne,5ème Pendu^521-05,Centre de sant� Esp�rance de Terre Blanche,CSL,Mixte,52108,52108,CDS,,
